,workorderid,wonum,location,description,comune,localita,via,civico,comune_loc,materiale,diametro,l_intervento,status,reportdate,anno,x,y,serv_cost,geometry
9426,504173,15ODL175336,31A05R02,PERDITA (ESEG) VIA PALATINA 0 - 5 LOC. MONTIGNOSO,MONTIGNOSO,MONTIGNOSO,PALATINA,0 5,MONTIGNOSO,PEAD,110.0,1.0,CLOSE,iso,2015,593735.1726,4874031.6308,718.1,POINT (593735.1726 4874031.6308)
9429,504624,15ODL175868,19A17R16,Perdita acqua dalla rete,FIVIZZANO,GRAGNOLA,STRDA PROVINCIALE10 DI TENERANO 0,0,FIVIZZANO,PEAD,90.0,0.0,CLOSE,iso,2015,588991.2573,4892474.0088,224.4,POINT (588991.2573 4892474.0088)
9464,1611324,18ODL427466,10A02R03,PERDITA VIA NUOVA PROV.LE CARRARA AVENZA 20 NAZZANO,CARRARA,NAZZANO,NUOVA PROV.LE CARRARA AVENZA,20,CARRARA,PEAD,110.0,0.0,CLOSE,iso,2018,586170.5813,4878266.7072,539.08,POINT (586170.5813 4878266.7072)
9483,1711522,19ODL153651,10A02R07,Perdita acqua dalla rete RUGA A.MAGGIANI 23              Posterli,CARRARA,MARINA DI CARRARA,RUGA A.MAGGIANI 23,23,CARRARA,FERRO,100.0,0.0,CLOSE,iso,2019,583992.9843,4876506.5425,269.54,POINT (583992.9843 4876506.5425)
9516,531612,15ODL204250,20A01R01,Perdita acqua dalla rete VIA MAZZINI 0,FORTE DEI MARMI,FORTE DEI MARMI,VIA MAZZINI 0,,FORTE DEI MARMI,FIBROCEMENTO,125.0,0.0,CLOSE,iso,2015,593618.8968,4868215.2675,344.64,POINT (593618.8968 4868215.2675)
9523,540772,15ODL213718,20A01R01,Perdita acqua dalla rete VIA MAZZINI 20,FORTE DEI MARMI,FORTE DEI MARMI,VIA MAZZINI 20,,FORTE DEI MARMI,FIBROCEMENTO,125.0,0.0,CLOSE,iso,2015,593627.2219,4868204.4059,344.64,POINT (593627.2219 4868204.4059)
9526,555071,15ODL228427,10A06R01,PERDITA VIA MISEGLIA 8 LOC. MISEGLIA,CARRARA,MISEGLIA,MISEGLIA,8,CARRARA,PEAD,90.0,0.0,CLOSE,iso,2015,588770.9905,4881739.863,287.81,POINT (588770.9905 4881739.863)
9531,559068,15ODL232645,27A09R02,"PERDITA RETE VIA LUNGOBRUGIANO, 42",MASSA,MARINA DI MASSA,VIA LUNGOBRUGIANO,42,MASSA,FERRO,100.0,0.0,CLOSE,iso,2015,588287.5164,4873754.5283,280.2,POINT (588287.5164 4873754.5283)
9548,2135179,20ODL203529,25A01R15,perdita rete idrica,licciana,MONTI,cadrecca,,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2020,579470.7777,4899550.8585,244.63,POINT (579470.7777 4899550.8585)
9550,2148518,20ODL216642,25A03R43,Perdita acqua dalla rete,LICCIANA NARDI,LICCIANA NARDI,VIA CAMPOSAGNA 61,,LICCIANA NARDI,PEAD,90.0,0.0,CLOSE,iso,2020,576591.3784,4898777.8897,238.2,POINT (576591.3784 4898777.8897)
9583,1665658,19ODL106901,10A02R03,PERDITA VIA NUOVA PROV.LE DI NAZZANO LOC. NAZZANO,CARRARA,NAZZANO,NUOVA PROV.LE DI NAZZANO,,CARRARA,PEAD,110.0,0.0,CLOSE,iso,2019,586151.3469,4878588.8544,269.54,POINT (586151.3469 4878588.8544)
9585,1665667,19ODL106912,10A02R03,Perdita acqua dalla rete STR BELVEDERE  NAZZANO 14,CARRARA,NAZZANO,STR BELVEDERE 0,14,CARRARA,PEAD,110.0,0.0,CLOSE,iso,2019,586297.2284,4878277.3561,269.54,POINT (586297.2284 4878277.3561)
9664,571107,15ODL244996,27A09R02,PERDITA ALLACCIO VIA FIUME C/O NUOVO OSPEDALE APUANO,MASSA,MARINA DI MASSA,"VIA FIUME, C/O NUOVO OSPEDALE APUANO",,MASSA,PEAD,160.0,0.0,CLOSE,iso,2015,588172.7674,4874772.3996,508.97,POINT (588172.7674 4874772.3996)
9667,578742,15ODL252847,27A09R01,PERDITA RETE VIA NOCE C/O INGRESSO LAMINPLAST,MASSA,ZONA IND.LE,"VIA NOCE, C/O INGRESSO LAMINPLAST",,MASSA,FERRO,100.0,0.0,CLOSE,iso,2015,588441.2889,4875870.3205,280.2,POINT (588441.2889 4875870.3205)
9782,2235164,20ODL301871,02A01R01,Perdita acqua dalla rete,AULLA,AULLA,Q.RE MATTEOTTI 0,,AULLA,FERRO,110.0,0.0,CLOSE,iso,2020,577491.097,4895016.3544,241.77,POINT (577491.097 4895016.3544)
9924,2297854,20ODL363463,25A03R43,Perdita acqua dalla rete intervento eseguito il 08 09,LICCIANA NARDI,LICCIANA NARDI,VIA CAMPOSAGNA 61,,LICCIANA NARDI,PEAD,90.0,1.0,CLOSE,iso,2020,576574.8488,4898708.1929,631.07,POINT (576574.8488 4898708.1929)
9962,795652,16ODL294885,10A01R02,PERDITA VIA ROMA 1 CARRARA C/O CARISPEZIA,CARRARA,CARRARA,ROMA,1,CARRARA,PEAD,110.0,0.0,CLOSE,iso,2016,588001.046,4881103.1816,862.86,POINT (588001.046 4881103.1816)
10005,815667,16ODL315623,27A09R02,"PERDITA RETE VIA LUNGOBRUGIANO, 58",MASSA,MASSA,VIA LUNGOBRUGIANO,58,MASSA,ACCIAIO,100.0,0.0,CLOSE,iso,2016,588490.1741,4873837.1178,280.2,POINT (588490.1741 4873837.1178)
10044,2374169,20ODL438770,04A01R07,PERDITA STRADALE,BAGNONE,CORLAGA,CORLAGA,,BAGNONE,PEAD,90.0,0.0,CLOSE,iso,2020,579511.6203,4909318.3192,247.6,POINT (579511.6203 4909318.3192)
10111,2469586,21ODL159726,02A01R01,Perdita acqua dalla rete  intervento eseguito il 20 02 2021,AULLA,AULLA,VIA CIRCONVALLAZIONE 0,,AULLA,FERRO,110.0,0.0,CLOSE,iso,2021,577486.1104,4896438.4678,703.14,POINT (577486.1104 4896438.4678)
10114,2470346,21ODL160478,25A03R43,Perdita acqua dalla rete  ( intervento eseguito il 26 02 ),LICCIANA NARDI,TERRAROSSA - LICCIANA NARDI,STRADA PROV.23-DIR TRESANA 86,,LICCIANA NARDI,PEAD,90.0,0.0,CLOSE,iso,2021,576521.4775,4898921.8839,241.77,POINT (576521.4775 4898921.8839)
10182,961460,17ODL129228,27A09R02,Perdita acqua dalla rete VIA LUNGOBRUGIANO 62,MASSA,MARINA DI MASSA,VIA LUNGOBRUGIANO 62,,MASSA,ACCIAIO,100.0,0.0,CLOSE,iso,2017,588499.8541,4873834.4184,280.2,POINT (588499.8541 4873834.4184)
10228,2679629,21ODL364677,39A01R01,PERDITA ACQUA DALLA RETE,PONTREMOLI,PONTREMOLI,IV NOVEMBRE PRESSO LE SCUOLE MEDIE,,PONTREMOLI,PEAD,90.0,6.0,CLOSE,iso,2021,569880.6573,4914060.7306,1509.84,POINT (569880.6573 4914060.7306)
10247,2529991,21ODL218836,18A01R03,PERDITA ACQUA DALLA RETE,FILATTIERA,CAVALLANA- OLIVETO,CAVALLANA- OLIVETO,0,FILATTIERA,FERRO,90.0,0.0,CLOSE,iso,2021,575449.0,4912012.99,693.82,POINT (575449 4912012.99)
10320,2595164,21ODL282240,25A03R43,Perdita acqua dalla rete,LICCIANA NARDI,LICCIANA NARDI,VIA CAMPOSAGNA 61,,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2021,576560.5877,4898650.6555,326.73,POINT (576560.5877 4898650.6555)
10327,2601271,21ODL288061,04A01R07,Perdita acqua dalla rete,BAGNONE,BAGNONE,VIA CORLAGA 33,,BAGNONE,FERRO,90.0,0.0,INPRG,iso,2021,579379.1586,4909177.0163,1100.18,POINT (579379.1586 4909177.0163)
10402,1100234,17ODL271360,27A09R02,"PERDITA RETE VIA BONDANO, A MONTE DI VIA FIUME",MASSA,BONDANO,"VIA BONDANO, A MONTE DI VIA FIUME",,MASSA,ACCIAIO,100.0,0.0,CLOSE,iso,2017,588172.3484,4874865.1059,280.2,POINT (588172.3484 4874865.1059)
10407,1106380,17ODL277976,31A06R01,Perdita acqua dalla rete VIA ROMA 44,MONTIGNOSO,MONTIGNOSO,VIA ROMA 44,,MONTIGNOSO,PEAD,110.0,2.0,CLOSE,iso,2017,593600.3328,4874226.464,484.13,POINT (593600.3328 4874226.464)
10427,2644469,21ODL330474,51A01R05,PERDITA ACQUA DALLA RETE,VILLAFRANCA IN LUNIGIANA,VIRGOLETTA,VIA DEI MARTIRI 45,,VILLAFRANCA IN LUNIGIANA,FERRO,90.0,0.0,CLOSE,iso,2021,576961.2745,4904979.9681,326.73,POINT (576961.2745 4904979.9681)
10475,1160839,17ODL333687,19A09R09,Perdita acqua dalla rete,FIVIZZANO,TENERANO,0,,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2017,588201.021,4889547.2322,624.99,POINT (588201.021 4889547.2322)
10477,1161139,17ODL334018,31A06R01,PERDITA STRADALE VIA ROMA PRESSO PONTICELLO PEDONALE,MONTIGNOSO,PRATO,VIA ROMA,,MONTIGNOSO,PEAD,110.0,1.0,CLOSE,iso,2017,593714.1552,4874246.69,554.87,POINT (593714.1552 4874246.69)
10486,2669314,21ODL354632,02A01R01,perdita rete,AULLA,AULLA,q.re matteotti,,AULLA,FERRO,272.0,0.0,CLOSE,iso,2021,577281.5369,4894941.3859,856.55,POINT (577281.5369 4894941.3859)
10497,2680298,21ODL365340,04A01R08,PERDITA STRADALE,BAGNONE,AGNETTA,STRADA PER CORLAGA,,BAGNONE,FERRO,110.0,0.0,CLOSE,iso,2021,578763.6879,4908989.4217,775.26,POINT (578763.6879 4908989.4217)
10570,2730046,21ODL414020,25A03R43,Perdita acqua dalla rete,LICCIANA NARDI,LICCIANA NARDI,VIA CAMPOSAGNA 8,,LICCIANA NARDI,PEAD,90.0,0.0,CLOSE,iso,2021,576668.0042,4898122.6659,365.63,POINT (576668.0042 4898122.6659)
10578,531172,15ODL203733,20A01R01,Perdita acqua dalla rete Vico 0(presso distributore q8) 2 perdite,FORTE DEI MARMI,FORTE DEI MARMI,Vico 0,,FORTE DEI MARMI,PEAD,110.0,2.0,CLOSE,iso,2015,595560.0298,4868217.1896,837.8,POINT (595560.0298 4868217.1896)
10583,540770,15ODL213715,20A01R01,Perdita acqua dalla rete VIA SFORZA 13,FORTE DEI MARMI,FORTE DEI MARMI,VIA SFORZA 13,,FORTE DEI MARMI,PEAD,90.0,0.0,CLOSE,iso,2015,595605.2425,4869097.2216,290.61,POINT (595605.2425 4869097.2216)
10584,540851,15ODL213831,20A01R01,Perdita acqua dalla rete VIA OLMI 166,FORTE DEI MARMI,FORTE DEI MARMI,VIA OLMI 166,,FORTE DEI MARMI,ACCIAIO,114.0,0.0,CLOSE,iso,2015,595684.6795,4868725.9858,258.15,POINT (595684.6795 4868725.9858)
10664,2805484,22ODL110354,25A03R43,perdita rete,LICCIANA NARDI,TERRAROSSA,camposagna,,LICCIANA NARDI,FERRO,110.0,1.0,INPRG,iso,2022,576571.7772,4898673.8079,284.9,POINT (576571.7772 4898673.8079)
10666,2813093,22ODL117844,04A04R35,Perdita acqua dalla rete,BAGNONE,BAGNONE,VIA CASTELLO 0,,BAGNONE,FERRO,90.0,0.0,CLOSE,iso,2022,579531.6334,4907276.0584,250.38,POINT (579531.6334 4907276.0584)
10704,1704881,19ODL146758,10A02R02,perdita acqua VIA CARRIONA 273 A S'ANTONIO,CARRARA,S'ANTONIO,CARRIONA 273 A,273 A,CARRARA,PEAD,110.0,0.0,CLOSE,iso,2019,585782.6824,4878881.5228,269.54,POINT (585782.6824 4878881.5228)
10709,1711794,19ODL153907,27A09R01,perdita dalla rete VIA MASSA AVENZA ANGOLO VIA DEGLI UNNI     palai,MASSA,ALTETA,VIA MASSA AVENZA ANGOLO VIA DEGLI UNNI,,MASSA,ACCIAIO,150.0,0.0,CLOSE,iso,2019,587059.9371,4876117.4878,737.21,POINT (587059.9371 4876117.4878)
10715,1717579,19ODL159695,10A02R02,PERDITA GIA' ESEGUITA  VIA BRIGATE PARTIGIANE 3 SANT'ANTONIO,CARRARA,SANT'ANTONIO,BRIGATE PARTIGIANE,3,CARRARA,GHISA,125.0,0.0,CLOSE,iso,2019,585654.5975,4879019.4676,351.08,POINT (585654.5975 4879019.4676)
10726,430179,15ODL100799,31A07R03,"PERDITA VIA DEL PERO, 4 LOC. RENELLA",MONTIGNOSO,RENELLA,PERO,4,MONTIGNOSO,ACCIAIO,90.0,,CLOSE,iso,2015,592980.7998,4872950.1505,293.0,POINT (592980.7998 4872950.1505)
10728,434218,15ODL105087,31A07R06,PERDITA V.LE MARINA 35 CINQUALE,MONTIGNOSO,CINQUALE,VLE MARINA,35,MONTIGNOSO,ACCIAIO,90.0,,CLOSE,iso,2015,592347.0652,4871368.6141,293.0,POINT (592347.0652 4871368.6141)
10747,1399482,18ODL210062,10A01R02,PERDITA via Solferino ang. Via canova Carrara,CARRARA,CARRARA,SOLFERINO ANG. VIA CANOVA,0,CARRARA,GHISA,300.0,0.0,CLOSE,iso,2018,588192.2127,4881173.8635,832.36,POINT (588192.2127 4881173.8635)
10755,1404610,18ODL215054,10A01R02,PERDITA VIA SOLFERINO ANG. VIA TENERANI CARRARA,CARRARA,CARRARA,SOLFERINO ANG. VIA TENERANI,0,CARRARA,GHISA,300.0,0.0,CLOSE,iso,2018,588156.97,4881127.2133,619.56,POINT (588156.97 4881127.2133)
10759,434232,15ODL105105,31A07R03,PERDITA VIA DEL PERO LOC. RENELLA,MONTIGNOSO,RENELLA,DEL PERO,0,MONTIGNOSO,ACCIAIO,90.0,,CLOSE,iso,2015,593007.5429,4872867.4547,293.0,POINT (593007.5429 4872867.4547)
10766,442469,15ODL113780,31A07R01,PERDITA VIA GORI 13 CAPANNE,MONTIGNOSO,CAPANNE,GORI,13,MONTIGNOSO,PEAD,110.0,0.0,CLOSE,iso,2015,593360.0624,4874086.7797,694.94,POINT (593360.0624 4874086.7797)
10808,1439412,18ODL251355,10A02R01,Perdita Loc. Pizutello torano,CARRARA,TORANO,loc. pizzuttello 0,0,CARRARA,ACCIAIO,90.0,0.0,CLOSE,iso,2018,588383.4388,4882871.9636,239.29,POINT (588383.4388 4882871.9636)
10822,583541,15ODL257958,35A05R01,Perdita acqua dalla rete Proniccia 37,PIETRASANTA,STRETTOIA PIETRASANTA,Proniccia 37,37,PIETRASANTA,PEAD,90.0,1.0,CLOSE,iso,2015,594894.4303,4871718.4176,696.2,POINT (594894.4303 4871718.4176)
10826,597940,15ODL273025,20A01R01,PERDITA STRADALE SEGNALATA DA NOSTRO PERSONALE VIA GB VICO,FORTE DEI MARMI,FORTE DEI MARMI,GB VICO PROX DEL LAVAGGIO ANG VIA XX SETTEMBRE,SNC,FORTE DEI MARMI,PEAD,110.0,0.0,CLOSE,iso,2015,595452.7373,4868322.8866,290.61,POINT (595452.7373 4868322.8866)
10856,1862891,19ODL310568,10A04R01,Perdita acqua dalla rete Via Fossone alto 11/A Di Bauda,CARRARA,FOSSONE,VIA FOSSONE ALTO 11/A,11/A,CARRARA,PEAD,90.0,0.0,CLOSE,iso,2019,584018.5648,4879966.5748,269.54,POINT (584018.5648 4879966.5748)
10862,1867239,19ODL315074,10A02R04,PERDITA GIA' ESEGUITA VIA FOSSONE ALTO 34 fossone,CARRARA,FOSSONE,VIA FOSSONE ALTO 34,34,CARRARA,PEAD,90.0,50.0,CLOSE,iso,2019,584112.8,4880031.116,293.57,POINT (584112.8 4880031.116)
10881,471814,15ODL143792,31A07R01,PERDITA VIA GORI  46 LOC. CAPANNE,MONTIGNOSO,CAPANNE,GORI,46,MONTIGNOSO,PEAD,110.0,0.0,CLOSE,iso,2015,592866.6309,4874296.5954,1474.1,POINT (592866.6309 4874296.5954)
10898,486010,15ODL157582,20A01R01,Perdita acqua dalla rete VIA SOFFICI 24,FORTE DEI MARMI,FORTE DEI MARMI,VIA SOFFICI 24,,FORTE DEI MARMI,FIBROCEMENTO,120.0,0.0,CLOSE,iso,2015,592411.1733,4869976.791,455.39,POINT (592411.1733 4869976.791)
10918,1478138,18ODL291623,27A09R02,Perdita acqua dalla rete VIA VITTORIO VENETO 187           Spalierno,MASSA,MASSA,VIA VITTORIO VENETO 187,187,MASSA,ACCIAIO,150.0,0.0,CLOSE,iso,2018,588758.4174,4873506.1686,239.2,POINT (588758.4174 4873506.1686)
10937,1512582,18ODL326170,31A06R01,PERDITA STRADALE VIA ROMA 60,MONTIGNOSO,PRATO,VIA ROMA,60,MONTIGNOSO,PEAD,110.0,3.0,CLOSE,iso,2018,593608.6385,4874221.2657,481.93,POINT (593608.6385 4874221.2657)
10954,455377,15ODL127039,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VARIGNANO,via dei campi ang via de pecchi,11,VIAREGGIO,FERRO,90.0,0.0,CLOSE,iso,2015,601544.4474,4857494.1549,294.5,POINT (601544.4474 4857494.1549)
10958,463252,15ODL135146,07A06R02,Perdita acqua dalla rete,CAMAIORE,CAPEZZANO PIANORE,VIA VALLETTI 6,6,CAMAIORE,FIBROCEMENTO,100.0,2.0,CLOSE,iso,2015,601268.5054,4862097.32,431.06,POINT (601268.5054 4862097.32)
10961,468070,15ODL139989,07A06R01,perdita acqua dalla rete,camaiore,BOCCHETTE,delle bocchette,00,CAMAIORE,FERRO,100.0,1.0,CLOSE,iso,2015,601109.383,4862314.3171,378.07,POINT (601109.383 4862314.3171)
10962,468083,15ODL140004,07A06R01,Perdita acqua dalla rete,CAMAIORE,CAPEZZANO PIANORE,VIA DEI CARPENTIERI 75,75,CAMAIORE,PEAD,160.0,0.0,CLOSE,iso,2015,601367.1477,4861971.539,349.25,POINT (601367.1477 4861971.539)
10965,471728,15ODL143644,07A06R02,perdita acqua dalla rete,camaiore,BOCCHETTE,valletti,00,CAMAIORE,FIBROCEMENTO,100.0,1.0,CLOSE,iso,2015,601264.9726,4862080.5447,443.39,POINT (601264.9726 4862080.5447)
10982,1810589,19ODL256105,02A01R02,perdita rete idrica du condotta ( nel terreno),aulla,PALLERONE,sabbione,,AULLA,FERRO,168.0,0.0,CLOSE,iso,2019,581173.2453,4895166.6315,394.9,POINT (581173.2453 4895166.6315)
10999,455511,15ODL127200,07A06R01,perdita,camaiore,CAPEZZANO PIANORE,barsottelli,13/a,CAMAIORE,FIBROCEMENTO,200.0,0.0,CLOSE,iso,2015,600188.7235,4866016.8502,411.7,POINT (600188.7235 4866016.8502)
11008,499716,15ODL171004,31A07R01,PERDITA STRADALE (ESEG)VIA INTERCOMUNALE LOC. CAPANNE,MONTIGNOSO,CAPANNE,INTERCOMUNALE,0,MONTIGNOSO,PEAD,90.0,0.0,CLOSE,iso,2015,593124.7767,4873861.1953,293.0,POINT (593124.7767 4873861.1953)
11073,486079,15ODL157669,25A01R10,perdita idrica,Licciana,MAESTA DEI SALDI,strada prov n 74 massese,0,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,585343.1216,4903902.2944,256.11,POINT (585343.1216 4903902.2944)
11076,490162,15ODL161783,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA PALADINI 39,39,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2015,601746.1059,4857741.8269,294.5,POINT (601746.1059 4857741.8269)
11084,498643,15ODL170264,07A04R01,PERDITA STRADALE VIA SARZANESE PRESSO PARCHEGGIO DI FRONTE KAMA,CAMAIORE,CAPEZZANO PIANORE,SARZANESE,0,CAMAIORE,FIBROCEMENTO,120.0,0.0,CLOSE,iso,2015,601792.7474,4863980.043,397.42,POINT (601792.7474 4863980.043)
11089,500322,15ODL171551,07A06R01,Perdita acqua dalla rete,CAMAIORE,CAPEZZANO PIANORE,VIA CAFAGGIOLO 8a,8a,CAMAIORE,FIBROCEMENTO,150.0,2.0,CLOSE,iso,2015,601131.7012,4864607.5951,591.16,POINT (601131.7012 4864607.5951)
11138,481340,15ODL152724,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA XX SETTEMBRE - angolo via veneto,,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2015,600276.2498,4858539.3848,294.5,POINT (600276.2498 4858539.3848)
11141,482406,15ODL153873,07A04R04,Perdita acqua dalla rete VIA SANT'ANDREA 10/B,CAMAIORE,LIDO DI CAMAIORE,VIA SANT'ANDREA 10/B,,CAMAIORE,PEAD,232.0,0.0,CLOSE,iso,2015,599664.9848,4862487.1529,234.45,POINT (599664.9848 4862487.1529)
11163,531546,15ODL204148,31A07R04,PERDITA VIA PIEDIMONTE  LOC. PIEDIMONTE,MONTIGNOSO,PIEDIMONTE,PIEDIMONTE,0,MONTIGNOSO,PVC,110.0,0.0,CLOSE,iso,2015,593172.4336,4873425.6245,287.81,POINT (593172.4336 4873425.6245)
11165,531755,15ODL204439,31A07R04,PERDITA VIA PIEDIMONTE 1 LOC. PIEDIMONTE,MONTIOGNOSO,PIEDIMONTE,PIEDIMONTE,1,MONTIGNOSO,PVC,110.0,0.0,CLOSE,iso,2015,593425.0402,4873164.6586,468.33,POINT (593425.0402 4873164.6586)
11222,508154,15ODL179486,07A06R02,Perdita acqua dalla rete,CAMAIORE,CAPEZZANO PIANORE,VIA DEI CARPENTIERI 0,0,CAMAIORE,PEAD,160.0,0.0,CLOSE,iso,2015,601318.2171,4862090.3052,349.25,POINT (601318.2171 4862090.3052)
11230,513346,15ODL185013,07A06R01,Perdita acqua dalla rete,CAMAIORE,CAPEZZANO PIANORE,VIA CAFAGGIOLO 31,31,CAMAIORE,FERRO,120.0,0.0,CLOSE,iso,2015,600686.5992,4864796.0883,966.29,POINT (600686.5992 4864796.0883)
11234,522348,15ODL194364,07A06R01,Perdita acqua dalla rete,CAMAIORE,CAMAIORE,VIA DEI CARPENTIERI 75/77,75\77,CAMAIORE,PEAD,160.0,0.0,CLOSE,iso,2015,601378.4088,4862198.5598,346.76,POINT (601378.4088 4862198.5598)
11238,526121,15ODL198246,07A06R01,Perdita acqua dalla rete,CAMAIORE,CAMAIORE,VIA DEI CARPENTIERI,,CAMAIORE,PEAD,160.0,0.0,CLOSE,iso,2015,601285.4103,4862019.3813,373.49,POINT (601285.4103 4862019.3813)
11244,1547739,18ODL363073,20A01R01,Perdita acqua dalla rete VIA MAZZINI 26,FORTE DEI MARMI,FORTE DEI MARMI,VIA MAZZINI 26,,FORTE DEI MARMI,FIBROCEMENTO,118.0,1.0,CLOSE,iso,2018,593623.5668,4868214.4684,1506.03,POINT (593623.5668 4868214.4684)
11282,583711,15ODL258212,31A07R03,PERDITA ESEGUITA VIA PIEDIMONTE LOC . RENELLA,MONTIGNOSO,RENELLA,PIEDIMONTE,0,MONTIGNOSO,PVC,110.0,0.0,CLOSE,iso,2015,593478.494,4872921.1874,287.81,POINT (593478.494 4872921.1874)
11295,606176,15ODL281649,27A09R08,SOSTITUZIONE TRATTO TUBAZIONE  DISTRIBUZIONE CANEVARA,MASSA,CARTARO - ROCCHETTA,EX VIA DELLA LIZZA,,MASSA,PEAD,110.0,0.0,CLOSE,iso,2015,593410.5903,4879742.0787,2956.9,POINT (593410.5903 4879742.0787)
11313,499005,15ODL170471,35A02R01,Perdita acqua dalla rete VIA MAGNANO 2,PIETRASANTA,PIETRASANTA,VIA MAGNANO 2,2,PIETRASANTA,ACCIAIO,168.0,0.0,CLOSE,iso,2015,599334.3822,4866557.2006,407.93,POINT (599334.3822 4866557.2006)
11321,504511,15ODL175710,49A01R01,perdita acqua,viareggio,MARCO POLO,bixio angolo marco polo,0,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2015,600239.2722,4859884.5732,349.25,POINT (600239.2722 4859884.5732)
11331,512617,15ODL184137,35A01R01,Perdita acqua dalla rete VIA VALDICASTELLO DAVANTI A IMBOCCO SERRE DI SANTA MARIA,PIETRASANTA,VALDICASTELLO CARDUCCI P.SANTA,VALDICASTELLO C/O SERRE SANTA MARIA,,PIETRASANTA,GHISA,140.0,0.0,CLOSE,iso,2015,599458.9476,4867158.9787,346.05,POINT (599458.9476 4867158.9787)
11341,472728,15ODL144440,07A04R01,PERDITA STRADALE SEGNALATA DA COMUNE CAMAIORE A NOSTRO PERSONALE VIA TRIESTE 150 LDC,CAMAIORE,LIDO,TRIESTE,150,CAMAIORE,FIBROCEMENTO,170.0,0.0,CLOSE,iso,2015,598568.8302,4861719.6683,419.8,POINT (598568.8302 4861719.6683)
11345,478133,15ODL149712,35A02R01,Perdita acqua dalla rete v. Zola,PIETRASANTA,PIETRASANTA,VIA ZOLA 0,,PIETRASANTA,FUCHS,219.0,0.0,CLOSE,iso,2015,598543.4694,4867014.6126,407.93,POINT (598543.4694 4867014.6126)
11349,485651,15ODL157127,42A02R03,Perdita via de Gasperi davanti ai mobili Landucci,SERAVEZZA,RIPA,VIA PROVINCIALE 0,0,SERAVEZZA,PVC,140.0,50.0,CLOSE,iso,2015,597035.511,4870759.0177,512.92,POINT (597035.511 4870759.0177)
11364,531802,15ODL204501,07A06R02,Perdita acqua dalla rete,CAMAIORE,CAPEZZANO PIANORE,VIA DELLE BOCCHETTE 12,,CAMAIORE,FERRO,100.0,0.0,CLOSE,iso,2015,600905.679,4861871.7298,346.76,POINT (600905.679 4861871.7298)
11374,549865,15ODL223148,07A06R02,Perdita acqua dalla rete,CAMAIORE,CAPEZZANO PIANORE,VIA DEI CARPENTIERI 75,,CAMAIORE,PEAD,160.0,0.0,CLOSE,iso,2015,601353.8824,4861971.6978,346.76,POINT (601353.8824 4861971.6978)
11376,550229,15ODL223613,07A06R02,perdita,CAMAIORE,CAMAIORE,VIA CARPENTIERI 35,35,CAMAIORE,PEAD,160.0,0.0,CLOSE,iso,2015,601239.8004,4862003.9144,346.76,POINT (601239.8004 4862003.9144)
11381,558342,15ODL231769,07A04R01,perdita stradale,camaiore,CAPEZZANO PIANORE,"carpentieri, 35",35,CAMAIORE,PEAD,160.0,0.0,CLOSE,iso,2015,601363.9431,4861977.9618,693.52,POINT (601363.9431 4861977.9618)
11384,559059,15ODL232631,07A04R01,PERDITA VIA MASINI CAMAIORE,CAMAIORE,CAPEZZANO,MASINI INTERNO,46,CAMAIORE,FIBROCEMENTO,375.0,0.0,CLOSE,iso,2015,601055.6695,4863399.6102,1374.33,POINT (601055.6695 4863399.6102)
11389,563793,15ODL237711,07A04R01,perdita stradale,camaiore,BOCCHETTE,carpentieri 35,35,CAMAIORE,PEAD,160.0,0.0,CLOSE,iso,2015,601380.9795,4861973.5498,346.76,POINT (601380.9795 4861973.5498)
11390,564013,15ODL237888,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA DEI CAMPI 23,,VIAREGGIO,FERRO,90.0,0.0,CLOSE,iso,2015,601455.6154,4857458.0801,292.4,POINT (601455.6154 4857458.0801)
11393,569864,15ODL243762,07A04R01,perdita stradale,camaiore,CAPEZZANO PIANORE,via fabbri\via bocchette,00,CAMAIORE,PEAD,110.0,0.0,CLOSE,iso,2015,601011.2073,4862092.2814,346.76,POINT (601011.2073 4862092.2814)
11415,1653317,18ODL470866,27A09R01,Perdita acqua dalla rete VIA ROMAGNANO 200          Valsega,MASSA,MASSA,VIA ROMAGNANO 200,200,MASSA,FERRO,100.0,0.0,CLOSE,iso,2018,588990.4813,4877084.5756,287.33,POINT (588990.4813 4877084.5756)
11438,429428,15ODL99904,31A07R01,Perdita acqua dalla rete,MONTIGNOSO,CAPANNE,ROMA,0,MONTIGNOSO,PEAD,110.0,,CLOSE,iso,2015,593050.4892,4873547.3819,660.11,POINT (593050.4892 4873547.3819)
